,replay_file,time_played_at,win,race,enemy_race,mmr,enemy_mmr,enemy_nickame,map_name,duration,mmr_diff
517,/home/dominik/Links/SC2Reps/Eternal Empire LE (17).SC2Replay,2019-12-22 21:04:09+00:00,False,Protoss,Terran,3941.0,3880.0,Jungla,Eternal Empire LE,472,61.0
518,/home/dominik/Links/SC2Reps/Simulacrum LE (47).SC2Replay,2020-04-15 15:03:08+00:00,False,Protoss,Zerg,4018.0,4153.0,Tomus,Simulacrum LE,603,-135.0
519,/home/dominik/Links/SC2Reps/Ever Dream LE (9).SC2Replay,2020-04-23 15:33:05+00:00,False,Protoss,Zerg,,,&lt;ROXKIS&gt;<sp/>Shaddar,Ever Dream LE,66,
520,/home/dominik/Links/SC2Reps/World of Sleepers LE (51).SC2Replay,2020-02-14 12:24:59+00:00,False,Protoss,Zerg,4123.0,4098.0,Haze,World of Sleepers LE,761,25.0
521,/home/dominik/Links/SC2Reps/Acropolis LE (15).SC2Replay,2019-10-31 18:55:16+00:00,False,Protoss,Zerg,3766.0,3756.0,Granaatappel,Acropolis LE,777,10.0
522,/home/dominik/Links/SC2Reps/Submarine LE (20).SC2Replay,2020-07-16 14:45:14+00:00,True,Protoss,Zerg,,,A.I. 1 (Elite),Submarine LE,520,
523,/home/dominik/Links/SC2Reps/Zen LE (18).SC2Replay,2020-05-26 09:46:32+00:00,False,Protoss,Protoss,4024.0,4074.0,MKPrime,Zen LE,646,-50.0
524,/home/dominik/Links/SC2Reps/Submarine LE (4).SC2Replay,2020-06-15 20:48:52+00:00,False,Protoss,Terran,4098.0,4178.0,&lt;NVY&gt;<sp/>DeathMarine,Submarine LE,503,-80.0
525,/home/dominik/Links/SC2Reps/Simulacrum LE (74).SC2Replay,2020-05-12 18:11:01+00:00,False,Protoss,Zerg,4027.0,4126.0,Лох,Simulacrum LE,545,-99.0
526,/home/dominik/Links/SC2Reps/World of Sleepers LE (37).SC2Replay,2019-12-20 18:17:10+00:00,False,Protoss,Protoss,3957.0,3957.0,&lt;ƮesXG&gt;<sp/>Rocky,World of Sleepers LE,257,0.0
527,/home/dominik/Links/SC2Reps/Golden Wall LE (7).SC2Replay,2020-04-22 20:24:41+00:00,False,Protoss,Protoss,4045.0,3998.0,puLse,Golden Wall LE,534,47.0
528,/home/dominik/Links/SC2Reps/World of Sleepers LE (43).SC2Replay,2019-12-27 20:24:27+00:00,False,Protoss,Zerg,3933.0,4033.0,HiveMind,World of Sleepers LE,262,-100.0
529,/home/dominik/Links/SC2Reps/Acropolis LE (26).SC2Replay,2019-11-26 19:04:47+00:00,False,Protoss,Protoss,3905.0,4596.0,Doomweed,Acropolis LE,224,-691.0
530,/home/dominik/Links/SC2Reps/Ever Dream LE (22).SC2Replay,2020-05-12 17:37:31+00:00,False,Protoss,Zerg,4026.0,4040.0,Tiger,Ever Dream LE,433,-14.0
531,/home/dominik/Links/SC2Reps/Disco Bloodbath LE (13).SC2Replay,2019-11-25 17:23:07+00:00,True,Zerg,Protoss,3015.0,2968.0,&lt;b0O0n&gt;<sp/>DrLove,Disco Bloodbath LE,935,47.0
532,/home/dominik/Links/SC2Reps/Triton LE (18).SC2Replay,2019-11-18 15:44:35+00:00,False,Protoss,Zerg,3913.0,3797.0,&lt;lLiTl&gt;<sp/>Eniman,Triton LE,278,116.0
533,/home/dominik/Links/SC2Reps/Eternal Empire LE (35).SC2Replay,2020-05-30 21:10:17+00:00,True,Protoss,Terran,4089.0,4123.0,Onkelelak,Eternal Empire LE,996,-34.0
534,/home/dominik/Links/SC2Reps/Submarine LE (13).SC2Replay,2020-07-06 18:32:57+00:00,False,Protoss,Zerg,,,A.I. 1 (Elite),Submarine LE,4,
535,/home/dominik/Links/SC2Reps/Winter's Gate LE.SC2Replay,2019-10-09 19:06:50+00:00,False,Zerg,Protoss,3125.0,3136.0,Justify,Winter's Gate LE,137,-11.0
536,/home/dominik/Links/SC2Reps/World of Sleepers LE (55).SC2Replay,2020-03-09 11:22:11+00:00,True,Protoss,Zerg,4033.0,4001.0,Vorp,World of Sleepers LE,1084,32.0
537,/home/dominik/Links/SC2Reps/Disco Bloodbath LE.SC2Replay,2019-09-11 15:35:39+00:00,True,Zerg,Zerg,-36400.0,2505.0,OtecAnisim,Disco Bloodbath LE,682,-38905.0
538,/home/dominik/Links/SC2Reps/Nightshade LE (29).SC2Replay,2020-02-06 20:48:26+00:00,True,Protoss,Protoss,3988.0,3962.0,MsDragonFly,Nightshade LE,640,26.0
539,/home/dominik/Links/SC2Reps/Zen LE (16).SC2Replay,2020-05-26 09:13:43+00:00,True,Protoss,Terran,4026.0,3981.0,Marvin,Zen LE,421,45.0
540,/home/dominik/Links/SC2Reps/Eternal Empire LE (25).SC2Replay,2020-01-04 19:19:31+00:00,False,Protoss,Terran,4057.0,4089.0,Tsumi,Eternal Empire LE,714,-32.0
541,/home/dominik/Links/SC2Reps/World of Sleepers LE (30).SC2Replay,2019-11-29 18:14:11+00:00,False,Protoss,Zerg,3959.0,3998.0,zzTp,World of Sleepers LE,384,-39.0
542,/home/dominik/Links/SC2Reps/Golden Wall LE (23).SC2Replay,2020-06-25 20:10:00+00:00,False,Protoss,Zerg,4048.0,4047.0,Tiger,Golden Wall LE,137,1.0
543,/home/dominik/Links/SC2Reps/Acropolis LE (22).SC2Replay,2019-11-07 18:09:53+00:00,False,Zerg,Zerg,3062.0,3068.0,FABBZH,Acropolis LE,429,-6.0
544,/home/dominik/Links/SC2Reps/Triton LE (5).SC2Replay,2019-10-14 19:15:57+00:00,False,Protoss,Protoss,3878.0,3861.0,Supermaru,Triton LE,240,17.0
545,/home/dominik/Links/SC2Reps/Simulacrum LE (2).SC2Replay,2019-12-02 19:29:02+00:00,True,Protoss,Terran,3961.0,4068.0,&lt;IWtD&gt;<sp/>DiabloFeTo,Simulacrum LE,575,-107.0
546,/home/dominik/Links/SC2Reps/Eternal Empire LE (6).SC2Replay,2019-12-10 19:05:25+00:00,True,Protoss,Zerg,4017.0,4125.0,NSƒFaxo,Eternal Empire LE,755,-108.0
547,/home/dominik/Links/SC2Reps/World of Sleepers LE (7).SC2Replay,2019-10-29 09:32:19+00:00,True,Protoss,Zerg,3821.0,3894.0,Tomaso,World of Sleepers LE,684,-73.0
548,/home/dominik/Links/SC2Reps/Deathaura LE (14).SC2Replay,2020-07-08 16:11:31+00:00,True,Protoss,Zerg,,,Carrots,Deathaura LE,636,
549,/home/dominik/Links/SC2Reps/Nightshade LE (55).SC2Replay,2020-05-08 11:34:03+00:00,True,Protoss,Zerg,4127.0,4018.0,Ergopro,Nightshade LE,1157,109.0
550,/home/dominik/Links/SC2Reps/Ever Dream LE (7).SC2Replay,2020-04-23 15:13:24+00:00,True,Protoss,Zerg,,,&lt;ROXKIS&gt;<sp/>Shaddar,Ever Dream LE,470,
551,/home/dominik/Links/SC2Reps/Pillars of Gold LE (9).SC2Replay,2020-07-03 20:24:17+00:00,False,Protoss,Zerg,4106.0,4027.0,Karasuman,Pillars of Gold LE,332,79.0
552,/home/dominik/Links/SC2Reps/Submarine LE (28).SC2Replay,2020-07-18 18:42:46+00:00,True,Protoss,Zerg,4002.0,3705.0,&lt;DFBC&gt;<sp/>samuel,Submarine LE,535,297.0
553,/home/dominik/Links/SC2Reps/Thunderbird LE (2).SC2Replay,2019-09-12 16:28:28+00:00,True,Protoss,Terran,-36400.0,2829.0,Toidak,Thunderbird LE,515,-39229.0
554,/home/dominik/Links/SC2Reps/Simulacrum LE (3).SC2Replay,2019-12-02 19:42:48+00:00,True,Protoss,Terran,3985.0,3960.0,&lt;OnkelS&gt;<sp/>Prolow,Simulacrum LE,685,25.0
555,/home/dominik/Links/SC2Reps/Submarine LE (5).SC2Replay,2020-06-19 11:33:03+00:00,False,Protoss,Terran,4117.0,4601.0,&lt;ICGl&gt;<sp/>PrimeMarine,Submarine LE,703,-484.0
556,/home/dominik/Links/SC2Reps/Simulacrum LE (64).SC2Replay,2020-04-28 12:16:11+00:00,False,Protoss,Zerg,3912.0,4045.0,DupaDuupa,Simulacrum LE,728,-133.0
557,/home/dominik/Links/SC2Reps/Purity and Industry LE (11).SC2Replay,2020-04-30 18:14:21+00:00,False,Protoss,Terran,3983.0,3921.0,FrosT,Purity and Industry LE,233,62.0
558,/home/dominik/Links/SC2Reps/Ephemeron LE (46).SC2Replay,2020-02-21 16:46:06+00:00,False,Protoss,Terran,4048.0,4111.0,razor,Ephemeron LE,514,-63.0
559,/home/dominik/Links/SC2Reps/World of Sleepers LE (41).SC2Replay,2019-12-24 19:08:58+00:00,True,Protoss,Terran,3914.0,3840.0,PPO,World of Sleepers LE,920,74.0
560,/home/dominik/Links/SC2Reps/Ice and Chrome LE (11).SC2Replay,2020-06-29 07:58:32+00:00,False,Protoss,Zerg,,,A.I. 1 (Elite),Ice and Chrome LE,304,
561,/home/dominik/Links/SC2Reps/Eternal Empire LE (27).SC2Replay,2020-01-05 14:18:07+00:00,True,Protoss,Terran,4019.0,4005.0,delmak,Eternal Empire LE,867,14.0
562,/home/dominik/Links/SC2Reps/Golden Wall LE (22).SC2Replay,2020-06-14 11:41:32+00:00,False,Protoss,Zerg,4104.0,4033.0,&lt;PLA2N&gt;<sp/>saccharose,Golden Wall LE,958,71.0
563,/home/dominik/Links/SC2Reps/Ice and Chrome LE (21).SC2Replay,2020-07-09 16:42:07+00:00,True,Protoss,Terran,,,A.I. 1 (Elite),Ice and Chrome LE,653,
564,/home/dominik/Links/SC2Reps/Eternal Empire LE (12).SC2Replay,2019-12-20 18:59:06+00:00,True,Protoss,Terran,3939.0,3886.0,CapSto,Eternal Empire LE,338,53.0
565,/home/dominik/Links/SC2Reps/Nightshade LE (56).SC2Replay,2020-05-11 16:28:32+00:00,True,Protoss,Zerg,,,TGE,Nightshade LE,1184,
566,/home/dominik/Links/SC2Reps/Acropolis LE (24).SC2Replay,2019-11-18 17:32:43+00:00,False,Protoss,Protoss,3910.0,3920.0,Raver,Acropolis LE,341,-10.0
567,/home/dominik/Links/SC2Reps/Disco Bloodbath LE (7).SC2Replay,2019-11-02 17:46:00+00:00,True,Protoss,Zerg,3691.0,3606.0,&lt;Aǂmove&gt;<sp/>AmoveZerg,Disco Bloodbath LE,2,85.0
568,/home/dominik/Links/SC2Reps/Simulacrum LE (9).SC2Replay,2019-12-18 16:53:06+00:00,True,Protoss,Terran,3938.0,3828.0,FrozenZerg,Simulacrum LE,960,110.0
569,/home/dominik/Links/SC2Reps/Submarine LE (2).SC2Replay,2020-06-13 18:37:28+00:00,True,Protoss,Terran,4079.0,4165.0,&lt;PŖïMĄŁ&gt;<sp/>Calixter,Submarine LE,503,-86.0
570,/home/dominik/Links/SC2Reps/Deathaura LE (22).SC2Replay,2020-07-09 17:50:03+00:00,False,Terran,Protoss,-36400.0,,A.I. 1 (Hard),Deathaura LE,14,
571,/home/dominik/Links/SC2Reps/Thunderbird LE (7).SC2Replay,2019-10-14 19:10:22+00:00,True,Zerg,Protoss,2956.0,2956.0,IIIIIIIIIIII,Thunderbird LE,843,0.0
572,/home/dominik/Links/SC2Reps/World of Sleepers LE (40).SC2Replay,2019-12-22 21:07:48+00:00,False,Protoss,Protoss,3918.0,3927.0,DeepMind,World of Sleepers LE,175,-9.0
573,/home/dominik/Links/SC2Reps/Golden Wall LE (19).SC2Replay,2020-05-30 20:50:13+00:00,True,Protoss,Zerg,4071.0,3949.0,Hellfighter,Golden Wall LE,718,122.0
574,/home/dominik/Links/SC2Reps/Simulacrum LE (30).SC2Replay,2020-02-17 17:31:43+00:00,False,Protoss,Terran,,,&lt;BnetFR&gt;<sp/>NeWHoriZonS,Simulacrum LE,684,
575,/home/dominik/Links/SC2Reps/Acropolis LE (8).SC2Replay,2019-10-14 19:45:44+00:00,True,Zerg,Terran,3039.0,3074.0,RoBoT,Acropolis LE,650,-35.0
576,/home/dominik/Links/SC2Reps/Submarine LE (24).SC2Replay,2020-07-16 15:18:29+00:00,False,Protoss,Zerg,,,A.I. 1 (Elite),Submarine LE,20,
577,/home/dominik/Links/SC2Reps/Nightshade LE.SC2Replay,2019-11-29 18:07:04+00:00,False,Protoss,Zerg,3981.0,3976.0,zzTp,Nightshade LE,468,5.0
578,/home/dominik/Links/SC2Reps/Pillars of Gold LE.SC2Replay,2020-06-13 18:28:41+00:00,True,Protoss,Terran,4058.0,4034.0,Spectre,Pillars of Gold LE,886,24.0
579,/home/dominik/Links/SC2Reps/Ever Dream LE (35).SC2Replay,2020-07-13 09:45:45+00:00,True,Protoss,Protoss,4084.0,3950.0,Atlas,Ever Dream LE,862,134.0
580,/home/dominik/Links/SC2Reps/Acropolis LE (3).SC2Replay,2019-09-26 10:06:38+00:00,True,Zerg,Zerg,-36400.0,3001.0,&lt;SAZZ&gt;<sp/>LINUSWES,Acropolis LE,361,-39401.0
581,/home/dominik/Links/SC2Reps/Ever Dream LE (12).SC2Replay,2020-04-23 16:04:26+00:00,False,Protoss,Zerg,,,&lt;ROXKIS&gt;<sp/>Shaddar,Ever Dream LE,384,
582,/home/dominik/Links/SC2Reps/Deathaura LE (8).SC2Replay,2020-07-03 20:18:04+00:00,False,Protoss,Protoss,4125.0,4208.0,&lt;aW&gt;<sp/>VVV,Deathaura LE,262,-83.0
583,/home/dominik/Links/SC2Reps/Acropolis LE (5).SC2Replay,2019-10-06 12:23:56+00:00,True,Protoss,Protoss,3751.0,3726.0,MJM,Acropolis LE,2,25.0
584,/home/dominik/Links/SC2Reps/Simulacrum LE (75).SC2Replay,2020-05-27 10:56:00+00:00,True,Protoss,Terran,4030.0,4103.0,CleanSweep,Simulacrum LE,719,-73.0
585,/home/dominik/Links/SC2Reps/Simulacrum LE (29).SC2Replay,2020-02-17 16:31:23+00:00,False,Protoss,Terran,4041.0,4008.0,&lt;lLiTl&gt;<sp/>Quickman,Simulacrum LE,804,33.0
586,/home/dominik/Links/SC2Reps/Ephemeron LE (40).SC2Replay,2020-02-13 18:34:05+00:00,False,Protoss,Terran,4102.0,4238.0,&lt;BnetFR&gt;<sp/>NeWHoriZonS,Ephemeron LE,761,-136.0
587,/home/dominik/Links/SC2Reps/Submarine LE (10).SC2Replay,2020-07-05 10:50:17+00:00,False,Protoss,Zerg,4083.0,4153.0,VirusRC,Submarine LE,286,-70.0
588,/home/dominik/Links/SC2Reps/Disco Bloodbath LE (9).SC2Replay,2019-11-04 20:53:20+00:00,False,Protoss,Terran,3800.0,3883.0,&lt;MiClan&gt;<sp/>MiSHANYA,Disco Bloodbath LE,396,-83.0
589,/home/dominik/Links/SC2Reps/Golden Wall LE (14).SC2Replay,2020-05-04 12:43:06+00:00,True,Protoss,Terran,3926.0,3831.0,StaMinA,Golden Wall LE,784,95.0
590,/home/dominik/Links/SC2Reps/World of Sleepers LE (47).SC2Replay,2020-02-02 17:15:06+00:00,False,Protoss,Zerg,4012.0,4092.0,&lt;0mg&gt;<sp/>Sroljo,World of Sleepers LE,264,-80.0
591,/home/dominik/Links/SC2Reps/Simulacrum LE (59).SC2Replay,2020-04-19 11:48:32+00:00,True,Protoss,Zerg,,,shadowofmich,Simulacrum LE,297,
592,/home/dominik/Links/SC2Reps/Nightshade LE (51).SC2Replay,2020-04-30 18:34:01+00:00,True,Protoss,Terran,3964.0,4055.0,&lt;BRs&gt;<sp/>GoodFellas,Nightshade LE,1040,-91.0
b1155686c85f1da6b76180f4ea62d4cc92ab11f4,/progs/Games/sc2/drive_c/users/dominik/My Documents/StarCraft II/Accounts/478894239/2-S2-1-8844187/Replays/Multiplayer/Ice and Chrome LE (40).SC2Replay,2020-08-20 14:46:56+00:00,True,Protoss,Zerg,3992.0,3970.0,BilIPlates,Ice and Chrome LE,577,22.0
009214c67f5378e66daa54141c3517266bdb0b3d,/progs/Games/sc2/drive_c/users/dominik/My Documents/StarCraft II/Accounts/478894239/2-S2-1-8844187/Replays/Multiplayer/Submarine LE (37).SC2Replay,2020-08-20 14:58:25+00:00,False,Protoss,Terran,4013.0,3977.0,xaverx,Submarine LE,335,36.0
1120e9ec6b9a071c412e6702cdc657bc9c6a0865,/progs/Games/sc2/drive_c/users/dominik/My Documents/StarCraft II/Accounts/478894239/2-S2-1-8844187/Replays/Multiplayer/Deathaura LE (46).SC2Replay,2020-08-20 15:17:12+00:00,True,Protoss,Zerg,3990.0,3846.0,&lt;AoT&gt;<sp/>gray,Deathaura LE,1035,144.0
0a1074f1c781fcb056c076a2bda0657b355a7b31,/progs/Games/sc2/drive_c/users/dominik/My Documents/StarCraft II/Accounts/478894239/2-S2-1-8844187/Replays/Multiplayer/Ever Dream LE (56).SC2Replay,2020-08-20 15:26:30+00:00,True,Protoss,Protoss,4008.0,4409.0,Haluc,Ever Dream LE,487,-401.0
291eaaf90c328e54369e02ac6776c092b0436097,/progs/Games/sc2/drive_c/users/dominik/My Documents/StarCraft II/Accounts/478894239/2-S2-1-8844187/Replays/Multiplayer/Ice and Chrome LE (42).SC2Replay,2020-08-22 19:37:43+00:00,True,Protoss,Zerg,4029.0,-36400.0,Tech,Ice and Chrome LE,1531,40429.0
a16465abbc326b2b4fefb445bbbfc78622811ddd,/progs/Games/sc2/drive_c/users/dominik/My Documents/StarCraft II/Accounts/478894239/2-S2-1-8844187/Replays/Multiplayer/Deathaura LE (48).SC2Replay,2020-08-24 15:32:21+00:00,False,Protoss,Terran,4049.0,4059.0,MonsterMunch,Deathaura LE,577,-10.0
5660c3a61e2c435de14424644f85cb5d185b42ff,/progs/Games/sc2/drive_c/users/dominik/My Documents/StarCraft II/Accounts/478894239/2-S2-1-8844187/Replays/Multiplayer/Ever Dream LE (58).SC2Replay,2020-08-24 15:33:22+00:00,True,Protoss,Terran,4028.0,4040.0,Bananakin,Ever Dream LE,0,-12.0
33491f32c9629d539f773abe37f17d1135e240f6,/progs/Games/sc2/drive_c/users/dominik/My Documents/StarCraft II/Accounts/478894239/2-S2-1-8844187/Replays/Multiplayer/Ever Dream LE (59).SC2Replay,2020-08-24 15:48:32+00:00,True,Protoss,Terran,4050.0,4005.0,BadMICROBe,Ever Dream LE,851,45.0
709590e72c32d33716c7c7d5cbc8466755c2d043,/progs/Games/sc2/drive_c/users/dominik/My Documents/StarCraft II/Accounts/478894239/2-S2-1-8844187/Replays/Multiplayer/Ice and Chrome LE (43).SC2Replay,2020-08-24 15:59:30+00:00,True,Protoss,Terran,4070.0,4173.0,&lt;DaGOAT&gt;<sp/>Sinus,Ice and Chrome LE,431,-103.0
e27132bd6abbc31741d6526f28997dc58ad41370,/progs/Games/sc2/drive_c/users/dominik/My Documents/StarCraft II/Accounts/478894239/2-S2-1-8844187/Replays/Multiplayer/Ever Dream LE (60).SC2Replay,2020-08-24 16:08:41+00:00,True,Protoss,Protoss,4094.0,4177.0,MozartIRL,Ever Dream LE,474,-83.0
4ec11e751556a7b48b39119b9aca8ba7ba311ca6,/progs/Games/sc2/drive_c/users/dominik/My Documents/StarCraft II/Accounts/478894239/2-S2-1-8844187/Replays/Multiplayer/Deathaura LE (49).SC2Replay,2020-08-26 15:57:20+00:00,True,Protoss,Terran,4118.0,4240.0,KorZo,Deathaura LE,929,-122.0
a0e95b38f29bf3d2461c5c1503a7ca0417c6b69d,/progs/Games/sc2/drive_c/users/dominik/My Documents/StarCraft II/Accounts/478894239/2-S2-1-8844187/Replays/Multiplayer/Submarine LE (38).SC2Replay,2020-08-26 16:13:11+00:00,False,Protoss,Terran,4143.0,4320.0,&lt;PiGPan&gt;<sp/>AssumedSite,Submarine LE,522,-177.0
a32c832fddeeccacfe9951ad178ea9cb2ebaa5b9,/progs/Games/sc2/drive_c/users/dominik/My Documents/StarCraft II/Accounts/478894239/2-S2-1-8844187/Replays/Multiplayer/Submarine LE (39).SC2Replay,2020-08-26 16:21:35+00:00,False,Protoss,Protoss,4127.0,4595.0,&lt;DøA&gt;<sp/>Gorendre,Submarine LE,351,-468.0
d5f7cea0032d94b3ed600cc3aeec53d806d091d8,/progs/Games/sc2/drive_c/users/dominik/My Documents/StarCraft II/Accounts/478894239/2-S2-1-8844187/Replays/Multiplayer/Ever Dream LE (60).SC2Replay,2020-08-26 16:41:02+00:00,True,Protoss,Terran,4117.0,4117.0,topgir,Ever Dream LE,658,0.0
0994fbfcb1f55103a0535d136ffc17f34e1700b7,/progs/Games/sc2/drive_c/users/dominik/My Documents/StarCraft II/Accounts/478894239/2-S2-1-8844187/Replays/Multiplayer/Submarine LE (38).SC2Replay,2020-08-30 10:03:44+00:00,True,Protoss,Zerg,4138.0,4077.0,Denryuu,Submarine LE,980,61.0
e09887a103b4558f2735ae749c033e890c563875,/progs/Games/sc2/drive_c/users/dominik/My Documents/StarCraft II/Accounts/478894239/2-S2-1-8844187/Replays/Multiplayer/Deathaura LE (49).SC2Replay,2020-08-30 10:29:40+00:00,False,Protoss,Terran,4158.0,4134.0,ToTheTop,Deathaura LE,1281,24.0
e51f2c62ae05b8473801a7095b361ac761b2c7b8,/progs/Games/sc2/drive_c/users/dominik/My Documents/StarCraft II/Accounts/478894239/2-S2-1-8844187/Replays/Multiplayer/Submarine LE (38).SC2Replay,2020-08-30 10:46:34+00:00,False,Protoss,Protoss,4136.0,4300.0,&lt;DeathU&gt;<sp/>Zerg,Submarine LE,731,-164.0
98ddd36935c6ad206b57f469f5b2ca2e71710477,/progs/Games/sc2/drive_c/users/dominik/My Documents/StarCraft II/Accounts/478894239/2-S2-1-8844187/Replays/Multiplayer/Ever Dream LE (60).SC2Replay,2020-08-30 11:11:54+00:00,False,Protoss,Protoss,4119.0,3948.0,lexad,Ever Dream LE,506,171.0
69c5e1c0f0cea206ff86821105b4b88eeee3b420,/progs/Games/sc2/drive_c/users/dominik/My Documents/StarCraft II/Accounts/478894239/2-S2-1-8844187/Replays/Multiplayer/Submarine LE (39).SC2Replay,2020-08-30 11:28:15+00:00,True,Protoss,Zerg,4092.0,-36400.0,ApacLNG,Submarine LE,848,40492.0
f1d3119773d01f5c48256f32090184149f8ebeb8,/progs/Games/sc2/drive_c/users/dominik/My Documents/StarCraft II/Accounts/478894239/2-S2-1-8844187/Replays/Multiplayer/Ever Dream LE (61).SC2Replay,2020-08-30 11:31:17+00:00,False,Protoss,Protoss,4115.0,4052.0,&lt;Arrows&gt;<sp/>Dmitry,Ever Dream LE,122,63.0
45c4be90882d984fe78f8abce8be7c499fb5548b,/progs/Games/sc2/drive_c/users/dominik/My Documents/StarCraft II/Accounts/478894239/2-S2-1-8844187/Replays/Multiplayer/Ice and Chrome LE (44).SC2Replay,2020-09-02 17:24:07+00:00,True,Protoss,Terran,4092.0,4092.0,&lt;PaniC&gt;<sp/>Happytoss,Ice and Chrome LE,822,0.0
a607e0a93b8de8add5b618e676fa19ba4953f9b7,/progs/Games/sc2/drive_c/users/dominik/My Documents/StarCraft II/Accounts/478894239/2-S2-1-8844187/Replays/Multiplayer/Ice and Chrome LE (45).SC2Replay,2020-09-02 17:39:12+00:00,False,Protoss,Terran,4113.0,4070.0,&lt;PaniC&gt;<sp/>Happytoss,Ice and Chrome LE,863,43.0
